uid,date,traj_site,traj_arr
500,2013-01-08,"(279, 296, 298, 304, 296, 279, 290, 279)","(1, 5, 1)"
500,2013-01-09,"(279, 298, 279, 290, 304, 314, 318, 324, 314, 332, 324)","(1, 5, 1, 5, 6, 5, 6)"
500,2013-01-10,"(298, 288, 279)","(5, 1)"
500,2013-01-11,"(100, 386, 269, 279)","(3, 7, 1)"
500,2013-01-12,"(288, 296, 279, 337, 330, 337, 303, 288)","(5, 1, 5)"
500,2013-01-13,"(337, 345, 337, 288)","(5,)"
500,2013-01-14,"(279, 298, 279)","(1, 5, 1)"
500,2013-01-15,"(279, 298, 296, 288, 296, 298, 296, 304, 279)","(1, 5, 1)"
500,2013-01-16,"(279, 288, 298, 288, 296, 272, 288, 272, 298, 290, 279, 298, 279, 288, 279, 134, 23, 279, 186, 299, 279)","(1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 2, 1)"
500,2013-01-17,"(279, 298, 308, 304, 308, 279)","(1, 5, 1)"
500,2013-01-18,"(279, 290, 298, 288, 272, 288, 298, 288, 272, 298, 288, 296, 298, 288, 279)","(1, 5, 1, 5, 1, 5, 1)"
500,2013-01-19,"(288, 337, 345, 337, 318, 279)","(5, 1)"
500,2013-01-20,"(279,)","(1,)"
503,2013-01-07,"(138,)","(1,)"
503,2013-01-08,"(138,)","(1,)"
503,2013-01-09,"(119, 138)","(1,)"
503,2013-01-10,"(138, 119)","(1,)"
503,2013-01-11,"(138, 182, 138)","(1,)"
503,2013-01-12,"(119, 138, 119, 117, 138)","(1, 3, 1)"
503,2013-01-13,"(138, 119)","(1,)"
503,2013-01-14,"(138, 119, 138, 119, 121, 97, 90, 138)","(1, 2, 1)"
503,2013-01-15,"(138, 119)","(1,)"
503,2013-01-16,"(138, 119)","(1,)"
503,2013-01-17,"(119, 138)","(1,)"
503,2013-01-18,"(138,)","(1,)"
503,2013-01-19,"(299,)","(1,)"
503,2013-01-20,"(138, 121)","(1,)"
506,2013-01-07,"(373, 371, 382, 373, 371)","(7,)"
506,2013-01-08,"(687,)","(33,)"
506,2013-01-09,"(750, 687, 717, 752, 717)","(32, 33)"
506,2013-01-10,"(669,)","(33,)"
506,2013-01-11,"(371, 373, 371, 382)","(7,)"
506,2013-01-12,"(373, 371)","(7,)"
506,2013-01-13,"(50, 182, 164, 190, 164)","(2, 1)"
506,2013-01-14,"(164, 60, 36, 41, 164)","(1, 3, 2, 1)"
506,2013-01-15,"(373,)","(7,)"
506,2013-01-16,"(371, 373, 371, 164, 373)","(7, 1, 7)"
506,2013-01-17,"(371,)","(7,)"
506,2013-01-19,"(373,)","(7,)"
506,2013-01-20,"(136, 164, 371)","(1, 7)"
510,2013-01-07,"(447,)","(10,)"
510,2013-01-08,"(447,)","(10,)"
510,2013-01-09,"(447,)","(10,)"
510,2013-01-10,"(447, 264, 218, 447)","(10, 1, 10)"
510,2013-01-11,"(447,)","(10,)"
510,2013-01-12,"(309, 210, 166, 106, 120, 140, 225)","(6, 3, 4)"
510,2013-01-13,"(208, 225, 137, 447)","(4, 1, 10)"
510,2013-01-14,"(447,)","(10,)"
510,2013-01-15,"(447,)","(10,)"
510,2013-01-16,"(447,)","(10,)"
510,2013-01-17,"(447,)","(10,)"
510,2013-01-18,"(447,)","(10,)"
510,2013-01-19,"(447,)","(10,)"
510,2013-01-20,"(447, 437, 461, 454, 515, 447)","(10, 9, 12, 10)"
521,2013-01-07,"(191, 200, 191, 771)","(3, 4, 3, 28)"
521,2013-01-08,"(771,)","(28,)"
521,2013-01-09,"(761, 771, 761, 771)","(32, 28, 32, 28)"
521,2013-01-10,"(771, 767, 794, 878, 744, 771, 744)","(28, 27, 28)"
521,2013-01-11,"(771,)","(28,)"
521,2013-01-12,"(771,)","(28,)"
521,2013-01-14,"(733, 771)","(28,)"
521,2013-01-15,"(771,)","(28,)"
521,2013-01-16,"(720, 771)","(28,)"
521,2013-01-17,"(433, 188, 191, 188, 191)","(7, 4, 3, 4, 3)"
521,2013-01-18,"(188, 191)","(4, 3)"
537,2013-01-07,"(28, 311, 319, 309, 319, 190, 220, 190, 274, 319, 309, 311, 309, 178, 169, 196, 252, 265, 170, 289, 319, 305, 319, 305, 28, 58)","(2, 6, 1, 3, 6, 1, 3, 4, 3, 6, 5, 6, 5, 2, 3)"
537,2013-01-08,"(28, 250, 257, 271, 201, 219, 202, 219, 202, 281, 319, 311, 309, 319, 311, 319, 156, 48, 88, 28)","(2, 4, 3, 6, 1, 2, 1, 2)"
537,2013-01-09,"(28, 34, 173, 220, 206, 187, 174, 117, 112, 232, 190, 206, 112, 111, 112, 111, 319, 34, 58)","(2, 1, 3, 1, 3, 1, 3, 1, 6, 2, 3)"
537,2013-01-10,"(34, 60, 173, 319, 311, 319, 311, 208, 226, 274, 277, 298, 319, 28)","(2, 3, 1, 6, 4, 3, 5, 6, 2)"
537,2013-01-11,"(28, 24, 28, 34, 28)","(2,)"
537,2013-01-12,"(28,)","(2,)"
537,2013-01-13,"(34, 28, 142, 183, 188, 192, 191, 192, 127, 28)","(2, 3, 4, 3, 2)"
537,2013-01-14,"(28, 24, 19, 28, 311, 319, 313, 319, 305, 199, 46, 28)","(2, 6, 5, 1, 2)"
537,2013-01-15,"(28, 24, 28, 24, 116, 56, 27, 24, 28)","(2, 1, 2)"
537,2013-01-16,"(28, 24, 28, 40, 61, 216, 253, 257, 250, 257, 250, 235, 271, 230, 235, 227, 214, 202, 191, 187, 114, 111, 112, 56, 116, 199, 178, 28, 34, 28)","(2, 4, 3, 1, 2, 1, 2)"
537,2013-01-17,"(28, 24, 28, 202, 253, 257, 319, 28)","(2, 4, 6, 2)"
537,2013-01-18,"(228, 257, 271, 257, 250, 271, 250, 271, 250, 271, 224, 289, 250, 271, 224, 256)","(4, 3, 4, 3)"
537,2013-01-19,"(28, 24, 48, 38, 49, 55, 173, 305, 319, 309, 319, 311, 319, 311, 112, 111, 112, 111, 88, 28, 24, 28)","(2, 3, 1, 5, 6, 1, 2)"
537,2013-01-20,"(28,)","(2,)"
545,2013-01-07,"(162,)","(3,)"
545,2013-01-08,"(162,)","(3,)"
545,2013-01-09,"(162, 160)","(3,)"
545,2013-01-10,"(162,)","(3,)"
545,2013-01-11,"(162,)","(3,)"
545,2013-01-12,"(162, 332)","(3, 6)"
545,2013-01-14,"(162,)","(3,)"
545,2013-01-15,"(162,)","(3,)"
545,2013-01-17,"(162,)","(3,)"
545,2013-01-19,"(162, 160, 162)","(3,)"
545,2013-01-20,"(162,)","(3,)"
561,2013-01-07,"(706, 716)","(73,)"
561,2013-01-08,"(716, 191, 355, 734)","(73, 3, 6, 44)"
561,2013-01-09,"(710, 705, 716)","(73,)"
561,2013-01-11,"(1428, 1185, 1147, 1133)","(69, 68, 70)"
561,2013-01-12,"(716,)","(73,)"
561,2013-01-13,"(716,)","(73,)"
561,2013-01-14,"(710, 709)","(73,)"
561,2013-01-15,"(716, 710, 716)","(73,)"
561,2013-01-17,"(695, 705, 695)","(73,)"
561,2013-01-18,"(707, 716)","(73,)"
561,2013-01-19,"(710, 705, 695, 705, 695, 705, 703, 709, 716, 707)","(73,)"
561,2013-01-20,"(718, 710, 716)","(73,)"
567,2013-01-07,"(277, 218, 154, 138, 135, 154, 111)","(5, 1, 3, 1)"
567,2013-01-08,"(138, 166, 154, 143, 182, 154, 138, 154, 143, 182, 154, 111, 154, 143)","(1, 3, 1)"
567,2013-01-09,"(138, 135, 88, 111, 138, 135, 122, 162, 135)","(1, 3, 1, 3)"
567,2013-01-10,"(135, 119, 135)","(3, 1, 3)"
567,2013-01-11,"(135, 126, 135, 126, 135, 126, 135, 126, 108, 126, 135)","(3,)"
567,2013-01-12,"(126, 135, 127, 135)","(3,)"
567,2013-01-13,"(184, 162, 126, 135)","(3,)"
567,2013-01-14,"(162, 122, 135, 126, 135)","(3,)"
567,2013-01-15,"(135,)","(3,)"
567,2013-01-16,"(135, 162, 135)","(3,)"
567,2013-01-17,"(135,)","(3,)"
567,2013-01-18,"(135,)","(3,)"
567,2013-01-19,"(135,)","(3,)"
567,2013-01-20,"(135,)","(3,)"
578,2013-01-07,"(164, 191, 157, 125, 114, 125, 131)","(1, 3)"
578,2013-01-08,"(125,)","(3,)"
578,2013-01-09,"(125, 114, 125)","(3,)"
578,2013-01-10,"(42, 272, 125, 141, 125)","(2, 1, 3)"
578,2013-01-11,"(34,)","(2,)"
578,2013-01-12,"(259, 323, 326, 121, 125, 114, 125)","(1, 5, 6, 1, 3)"
578,2013-01-13,"(125,)","(3,)"
578,2013-01-14,"(454, 203, 125)","(9, 1, 3)"
578,2013-01-15,"(327, 259, 191, 141, 125)","(6, 1, 3)"
578,2013-01-16,"(357, 331, 264, 277, 280, 277, 184, 171, 125)","(5, 1, 5, 3)"
578,2013-01-17,"(232, 125, 114, 125, 157, 125)","(3,)"
578,2013-01-18,"(222, 141, 125, 157, 141, 125)","(1, 3)"
578,2013-01-19,"(125, 114, 125, 142, 205, 244, 125)","(3,)"
578,2013-01-20,"(125, 114, 125)","(3,)"
587,2013-01-07,"(262,)","(3,)"
587,2013-01-08,"(255,)","(3,)"
587,2013-01-09,"(262, 239)","(3,)"
587,2013-01-10,"(262,)","(3,)"
587,2013-01-11,"(262,)","(3,)"
587,2013-01-12,"(262,)","(3,)"
587,2013-01-13,"(262,)","(3,)"
587,2013-01-14,"(262,)","(3,)"
587,2013-01-15,"(262,)","(3,)"
587,2013-01-16,"(262,)","(3,)"
587,2013-01-17,"(262, 274, 262)","(3,)"
587,2013-01-18,"(262,)","(3,)"
587,2013-01-19,"(262,)","(3,)"
587,2013-01-20,"(262,)","(3,)"
594,2013-01-07,"(557, 559, 566, 557)","(19,)"
594,2013-01-08,"(557, 566, 545, 557, 550, 556)","(19, 20)"
594,2013-01-09,"(566, 557, 545, 557, 556, 557)","(19, 20, 19)"
594,2013-01-10,"(557, 556, 557, 556, 557, 559, 557, 556)","(19, 20, 19, 20, 19, 20)"
594,2013-01-11,"(557, 550, 191, 271, 257, 253, 224, 454, 480, 486, 529, 557, 556, 557, 552, 556, 557, 556, 557, 556, 557, 556, 557)","(19, 3, 4, 3, 9, 10, 20, 19, 20, 19, 20, 19, 20, 19, 20, 19, 20, 19)"
594,2013-01-12,"(557, 556, 565, 557, 565, 557, 556, 557, 559, 566, 557)","(19, 20, 19, 20, 19, 20, 19)"
594,2013-01-13,"(557, 564, 559, 564, 557)","(19,)"
594,2013-01-14,"(557,)","(19,)"
594,2013-01-15,"(566, 556, 557, 556)","(19, 20, 19, 20)"
594,2013-01-16,"(559, 566, 556, 557, 549, 557, 556, 557)","(19, 20, 19, 20, 19)"
594,2013-01-17,"(557,)","(19,)"
594,2013-01-18,"(566, 559, 557, 556, 557, 556, 557, 556, 557)","(19, 20, 19, 20, 19, 20, 19)"
594,2013-01-19,"(550, 557, 556, 557)","(19, 20, 19)"
594,2013-01-20,"(557, 556, 557)","(19, 20, 19)"
598,2013-01-07,"(141, 230, 271, 237, 289, 265, 289, 265, 252, 232, 224, 289, 250, 257, 271, 250, 249, 289, 265, 179, 185, 144, 141, 157)","(3, 4, 3, 4, 3, 4, 3)"
598,2013-01-08,"(141, 157, 141, 191, 289, 265, 289, 271, 230, 257, 271, 289, 265, 252, 271, 237, 271, 250, 289, 265, 141, 144, 141, 157, 141, 126, 142, 81, 142)","(3, 4, 3, 4, 3, 4, 3, 2, 3)"
598,2013-01-09,"(142, 105, 85, 131, 101, 131, 144, 141, 125, 191, 157, 192, 249, 188, 249, 271, 230, 257, 250, 249, 252, 224, 289, 265, 232, 141, 144, 141, 232, 224, 232, 289, 265, 289, 265, 289, 265, 289, 146)","(3, 4, 3, 4, 3, 4, 3)"
598,2013-01-10,"(141, 157, 141, 230, 257, 271, 250, 271, 237, 265, 289, 268, 270, 268, 141, 127, 192, 157, 232, 289, 265, 289, 252, 250, 237, 271, 252, 289, 271, 257, 252, 265, 289, 141)","(3, 4, 3, 4, 3, 4, 3, 4, 3)"
598,2013-01-11,"(141, 142, 160, 126, 142, 171, 141, 144, 141, 271, 141, 144, 141)","(3, 4, 3)"
598,2013-01-12,"(141, 157, 141, 157, 185, 201, 144, 141, 144, 106, 142)","(3, 4, 3, 4, 3)"
598,2013-01-13,"(141,)","(3,)"
598,2013-01-14,"(230, 250, 271, 224, 289, 171, 141, 144, 142)","(4, 3)"
598,2013-01-15,"(141, 192, 232, 157, 224, 232, 230, 257, 252, 250, 265, 232, 224, 289, 271, 268, 224, 289, 265, 271, 265, 271, 237, 265, 191, 141, 144)","(3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3)"
598,2013-01-16,"(141, 171, 232, 265, 237, 286, 265, 237, 271, 252, 289, 141, 157, 271, 289, 268, 271, 171, 144)","(3, 4, 3, 4, 3, 4, 3)"
598,2013-01-17,"(141, 235, 230, 267, 249, 268, 252, 265, 271, 250, 144, 157, 224, 256, 234, 252, 271, 267, 271, 230)","(3, 4, 3, 4, 3, 4)"
598,2013-01-18,"(142, 126, 144, 141, 171, 232, 191, 224, 232, 224, 249, 230, 289, 224, 232, 249)","(3, 4, 3, 4)"
598,2013-01-19,"(141, 114, 125, 106, 73, 106)","(3, 4, 2, 4)"
598,2013-01-20,"(141, 106, 70, 106, 89, 108, 100, 19, 24, 28, 34, 28, 171, 141)","(3, 4, 2, 3, 2, 3)"
608,2013-01-07,"(324, 327, 331)","(6, 5)"
608,2013-01-08,"(324, 331)","(6, 5)"
608,2013-01-09,"(318, 331, 323, 318, 331, 339)","(5,)"
608,2013-01-10,"(331, 324, 318, 331, 335, 327)","(5, 6, 5, 6)"
608,2013-01-11,"(331, 318)","(5,)"
608,2013-01-12,"(326, 297, 326, 318, 331)","(6, 5)"
608,2013-01-13,"(331, 318, 324, 297, 331)","(5, 6, 5)"
608,2013-01-14,"(195, 181)","(1, 3)"
608,2013-01-15,"(331, 318, 331)","(5,)"
608,2013-01-16,"(331, 277, 318, 331, 318, 340, 318, 331, 318)","(5, 6, 5)"
608,2013-01-17,"(324, 338, 352, 331, 318)","(6, 5)"
608,2013-01-18,"(318, 331)","(5,)"
608,2013-01-19,"(331,)","(5,)"
608,2013-01-20,"(331, 335, 318, 305, 313, 305, 326, 324, 318)","(5, 6, 5, 6, 5, 6, 5)"
639,2013-01-07,"(1047, 1051, 1045, 1011, 822, 69)","(25, 26, 2)"
639,2013-01-08,"(69, 50, 67, 69, 67, 69, 67, 69)","(2,)"
639,2013-01-09,"(183, 171, 187, 42)","(3, 2)"
639,2013-01-10,"(183, 171, 183, 171, 181, 69)","(3, 2)"
639,2013-01-11,"(204, 51)","(3, 2)"
639,2013-01-12,"(69, 171)","(2, 3)"
639,2013-01-13,"(204, 174, 83, 69, 50)","(3, 2)"
639,2013-01-14,"(171, 183, 171, 183, 171, 187, 189, 69)","(3, 1, 2)"
639,2013-01-15,"(160, 183, 171, 93, 171, 187, 50, 35, 50, 69, 93, 88, 93, 88)","(3, 1, 3, 2, 1)"
639,2013-01-16,"(88, 83, 69, 116, 171, 174, 355, 503, 607, 1057, 607, 570, 558, 570, 545, 481, 503, 484, 487, 490, 492, 274)","(1, 2, 1, 3, 6, 11, 15, 25, 15, 20, 19, 10, 11, 10, 11, 10, 3)"
639,2013-01-17,"(69, 183, 171, 183, 171, 187, 190, 69)","(2, 3, 1, 2)"
639,2013-01-18,"(190, 171, 183, 171, 183, 171, 183, 171, 183, 171)","(1, 3)"
639,2013-01-19,"(50, 190, 171, 183, 171, 183, 171, 183, 171, 181, 205, 190, 69)","(2, 1, 3, 1, 2)"
639,2013-01-20,"(69, 83, 171, 183, 171, 183, 171)","(2, 3)"
646,2013-01-07,"(245, 281, 245, 255, 311, 281, 311, 321, 301, 309, 262, 245, 334, 333, 319)","(3, 6, 3, 6, 3, 6, 7, 6)"
646,2013-01-08,"(333, 245, 281, 245, 262, 255, 245, 281, 235, 245, 255, 262, 245, 333, 328, 333)","(7, 3, 4, 3, 7, 6, 7)"
646,2013-01-09,"(284, 262, 255, 281, 245, 255, 245, 262, 245, 281, 245, 255, 281, 319, 333, 319)","(3, 6, 7, 6)"
646,2013-01-10,"(319, 245, 273, 255, 245, 255, 262, 255, 281, 262, 255, 319, 321, 319)","(6, 3, 6)"
646,2013-01-11,"(319, 245, 255, 245, 262, 245, 255, 245, 262, 245, 319, 333, 319, 333)","(6, 3, 6, 7, 6, 7)"
646,2013-01-12,"(319, 245, 281, 255, 273, 281, 245, 284, 333)","(6, 3, 7)"
646,2013-01-13,"(333, 257, 255, 333, 305, 319, 333)","(7, 4, 3, 7, 5, 6, 7)"
646,2013-01-14,"(333, 245, 228, 219, 193, 273, 262, 245, 319, 333)","(7, 3, 4, 3, 6, 7)"
646,2013-01-15,"(319, 228, 177, 202, 206, 213, 245)","(6, 4, 3, 1, 3)"
646,2013-01-16,"(319, 328, 245, 319, 333)","(6, 3, 6, 7)"
646,2013-01-17,"(333, 255, 319, 333, 398)","(7, 3, 6, 7, 8)"
646,2013-01-18,"(255, 245, 273, 245, 255, 262, 255, 334, 319, 334, 333, 319, 333)","(3, 6, 7, 6, 7)"
646,2013-01-19,"(319, 311, 319, 255, 245, 255, 262, 245, 255, 245, 262)","(6, 3)"
646,2013-01-20,"(333, 273, 255, 321, 333)","(7, 3, 6, 7)"
650,2013-01-09,"(351, 278)","(5, 3)"
650,2013-01-11,"(278,)","(3,)"
650,2013-01-12,"(278,)","(3,)"
650,2013-01-13,"(278,)","(3,)"
650,2013-01-14,"(244,)","(3,)"
650,2013-01-15,"(278,)","(3,)"
650,2013-01-16,"(278, 273, 278)","(3,)"
650,2013-01-17,"(278,)","(3,)"
650,2013-01-18,"(278,)","(3,)"
650,2013-01-19,"(278,)","(3,)"
650,2013-01-20,"(278,)","(3,)"
657,2013-01-07,"(189, 182, 189, 190, 117, 190)","(1, 3, 1)"
657,2013-01-08,"(164, 190, 189, 182, 200, 202, 179, 92, 87, 117, 135, 117, 311, 190, 164)","(1, 4, 3, 2, 3, 6, 1)"
657,2013-01-09,"(190, 182, 117, 46, 117, 190, 245)","(1, 3, 2, 3, 1, 3)"
657,2013-01-10,"(190, 200, 117, 190)","(1, 4, 3, 1)"
657,2013-01-11,"(245, 190, 164, 190, 195, 182, 180, 182, 180, 182, 180, 189, 190)","(3, 1)"
657,2013-01-12,"(189, 245, 190, 309, 295, 402, 559, 599, 605, 607, 655, 834, 480, 464)","(1, 3, 1, 6, 7, 19, 15, 16, 18, 10, 9)"
657,2013-01-13,"(117, 121, 117, 121, 97, 117, 92, 97, 92, 117, 92, 121, 117, 190)","(3, 1, 3, 1, 3, 1, 3, 1, 3, 1)"
657,2013-01-14,"(231, 190)","(3, 1)"
657,2013-01-15,"(164, 117, 164, 190)","(1, 3, 1)"
657,2013-01-16,"(82,)","(4,)"
657,2013-01-17,"(117,)","(3,)"
657,2013-01-18,"(193, 36)","(4, 2)"
657,2013-01-19,"(189, 164, 36, 30, 33, 25, 245)","(1, 2, 3)"
665,2013-01-07,"(100, 135, 100, 89)","(3, 2)"
665,2013-01-08,"(108, 100, 135, 89)","(3, 2)"
665,2013-01-09,"(108, 100, 108)","(3,)"
665,2013-01-10,"(89, 135, 89)","(2, 3, 2)"
665,2013-01-11,"(89,)","(2,)"
665,2013-01-12,"(100, 89, 108, 89)","(3, 2, 3, 2)"
665,2013-01-13,"(108, 100, 108, 89, 100, 89)","(3, 2, 3, 2)"
665,2013-01-14,"(89,)","(2,)"
665,2013-01-15,"(89, 100, 108, 89)","(2, 3, 2)"
665,2013-01-16,"(100, 89, 100)","(3, 2, 3)"
665,2013-01-17,"(89, 108, 89, 100)","(2, 3, 2, 3)"
665,2013-01-18,"(89, 135)","(2, 3)"
665,2013-01-19,"(89, 108)","(2, 3)"
665,2013-01-20,"(100, 89)","(3, 2)"
672,2013-01-07,"(362,)","(6,)"
672,2013-01-08,"(182,)","(1,)"
672,2013-01-09,"(240,)","(1,)"
672,2013-01-11,"(264, 362, 182)","(1, 6, 1)"
672,2013-01-12,"(259, 362)","(1, 6)"
672,2013-01-14,"(332, 183)","(6, 3)"
672,2013-01-17,"(240, 362, 182)","(1, 6, 1)"
672,2013-01-18,"(277, 354)","(5, 7)"
672,2013-01-19,"(182,)","(1,)"
672,2013-01-20,"(182,)","(1,)"
677,2013-01-07,"(144, 171, 141)","(3,)"
677,2013-01-08,"(106,)","(4,)"
677,2013-01-09,"(141,)","(3,)"
677,2013-01-11,"(163, 147, 163, 140, 128, 141, 114, 141)","(4, 3)"
677,2013-01-12,"(141,)","(3,)"
677,2013-01-13,"(141, 114, 183)","(3,)"
677,2013-01-14,"(141, 127, 141, 127, 114)","(3,)"
677,2013-01-15,"(141, 125, 114)","(3,)"
677,2013-01-16,"(141, 127)","(3,)"
677,2013-01-17,"(141, 125)","(3,)"
677,2013-01-18,"(125, 141)","(3,)"
677,2013-01-19,"(141, 125, 137)","(3, 1)"
677,2013-01-20,"(141, 125)","(3,)"
679,2013-01-07,"(184, 205, 210, 184, 205, 184)","(3,)"
679,2013-01-08,"(184, 205, 184, 205, 210, 205, 184, 137, 166, 117, 126, 184)","(3, 1, 3)"
679,2013-01-09,"(205, 210, 184, 205, 184, 205, 184, 205, 184, 210, 184, 210, 184, 205, 137, 135, 127, 141, 127, 146, 92, 184)","(3, 1, 3)"
679,2013-01-10,"(184, 210, 184, 205, 184, 205, 184, 205, 184)","(3,)"
679,2013-01-11,"(184, 210, 184, 205, 184, 121, 108, 180, 182, 108, 121, 184, 205, 184, 135, 154, 137, 166, 137, 97, 92, 81, 40, 70, 40, 37, 52)","(3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 2, 4, 2)"
679,2013-01-12,"(184, 210, 108, 184, 210, 184, 205, 210, 184, 108, 184, 205, 184, 174, 205, 184)","(3,)"
679,2013-01-13,"(205, 184, 210, 205, 184, 205, 184, 205, 210, 184, 137, 121, 137, 126, 146, 126, 146, 126, 146)","(3, 1, 3)"
679,2013-01-14,"(184, 210, 184, 205, 137, 127, 141, 127, 141, 127, 90, 96, 129, 96, 134, 144, 184)","(3, 1, 3, 2, 1, 3)"
679,2013-01-15,"(184, 127, 73, 247, 221, 243, 250, 205, 135, 137, 135, 127, 141, 183, 157, 171, 157, 159, 157, 159, 157)","(3, 2, 4, 3, 1, 3)"
679,2013-01-16,"(195, 184, 205, 184, 160, 106, 37, 40, 37, 101, 131, 184, 210, 244, 184, 205, 184, 135, 146, 137, 135, 137, 210)","(1, 3, 4, 2, 4, 2, 4, 3, 1, 3, 1, 3)"
679,2013-01-17,"(205, 184, 210, 174, 184, 160, 137, 141, 127, 126, 146, 106, 110, 205, 184, 205, 184, 205)","(3, 1, 3, 4, 3)"
679,2013-01-18,"(210, 184, 210, 184, 210, 184, 210, 184, 210, 205, 184, 174, 184, 210, 205, 146, 142, 174, 184, 205, 114, 70, 91, 70, 91, 73, 70, 127, 141, 127, 84)","(3, 4, 2, 4, 3, 2)"
679,2013-01-19,"(210, 184, 210, 184, 210, 184, 210, 184, 174, 184, 174, 184, 126, 205, 210, 184, 174, 184, 213, 181, 195, 213, 141, 127, 205, 160, 205, 127, 144, 127, 126)","(3, 1, 3, 1, 3)"
679,2013-01-20,"(205, 210, 184, 210, 184, 205, 73, 102, 205, 70, 37, 52, 37, 205, 184, 127, 114, 31, 22, 56, 55, 117, 126, 135, 162, 126, 162, 184)","(3, 2, 3, 4, 2, 3, 2, 1, 3)"
681,2013-01-07,"(286, 265)","(3,)"
681,2013-01-08,"(286,)","(3,)"
681,2013-01-10,"(286,)","(3,)"
681,2013-01-12,"(286,)","(3,)"
681,2013-01-13,"(286,)","(3,)"
681,2013-01-14,"(286,)","(3,)"
681,2013-01-15,"(286,)","(3,)"
681,2013-01-16,"(286,)","(3,)"
681,2013-01-17,"(286,)","(3,)"
681,2013-01-18,"(286,)","(3,)"
681,2013-01-19,"(286,)","(3,)"
684,2013-01-07,"(155, 177, 155)","(4,)"
684,2013-01-08,"(192,)","(3,)"
684,2013-01-10,"(159, 183, 171)","(3,)"
684,2013-01-12,"(113, 132)","(4,)"
684,2013-01-13,"(155, 177, 155, 177, 187, 244)","(4, 3)"
684,2013-01-14,"(113, 183)","(4, 3)"
684,2013-01-15,"(171, 157)","(3,)"
684,2013-01-18,"(155,)","(4,)"
684,2013-01-19,"(155, 171, 116, 181, 157)","(4, 3, 1, 3)"
684,2013-01-20,"(163,)","(4,)"
685,2013-01-07,"(163, 140, 155, 140)","(4,)"
685,2013-01-08,"(163, 147, 163, 155, 163, 154, 140)","(4, 1, 4)"
685,2013-01-09,"(163, 155, 140, 155, 140, 161)","(4,)"
685,2013-01-10,"(163, 140, 155, 140, 163, 188, 140)","(4,)"
685,2013-01-11,"(140, 147, 163, 140, 147, 163, 140, 120, 140)","(4,)"
685,2013-01-12,"(163, 140, 163, 140, 161)","(4,)"
685,2013-01-13,"(163, 475)","(4, 10)"
685,2013-01-14,"(475, 473, 475, 163, 140, 155, 140, 155)","(10, 4)"
685,2013-01-15,"(162, 163, 140, 120, 155, 140)","(3, 4)"
685,2013-01-16,"(163, 155, 140, 161, 170, 161, 140)","(4,)"
685,2013-01-17,"(163, 147, 163, 140)","(4,)"
685,2013-01-18,"(163, 28, 120)","(4, 2, 4)"
685,2013-01-19,"(163, 147, 140, 155, 140, 161)","(4,)"
685,2013-01-20,"(140, 163, 154, 189, 156, 173, 116, 112, 111, 154, 140)","(4, 1, 4)"
687,2013-01-07,"(124, 130, 34)","(4, 2)"
687,2013-01-08,"(34,)","(2,)"
687,2013-01-09,"(147, 130, 109, 130, 34, 130)","(4, 2, 4)"
687,2013-01-10,"(130, 109)","(4,)"
687,2013-01-11,"(130, 109, 130, 124, 104, 124, 34)","(4, 2)"
687,2013-01-12,"(130, 124, 109, 191, 130)","(4, 3, 4)"
687,2013-01-13,"(130,)","(4,)"
687,2013-01-14,"(124, 109, 130, 104, 109)","(4,)"
687,2013-01-15,"(85, 130, 104, 130, 109)","(4,)"
687,2013-01-16,"(130, 104, 130)","(4,)"
687,2013-01-17,"(130, 150, 124, 34)","(4, 2)"
687,2013-01-18,"(34, 85, 130)","(2, 4)"
687,2013-01-19,"(147, 150, 130, 109, 104, 191, 188)","(4, 3, 4)"
687,2013-01-20,"(130, 124)","(4,)"
694,2013-01-07,"(210, 184, 200, 202, 219, 288, 352, 357)","(3, 4, 5, 6, 5)"
694,2013-01-08,"(210, 363, 357, 288, 264, 259, 240, 259, 210)","(3, 5, 1, 3)"
694,2013-01-09,"(210, 184, 357, 312, 121, 117)","(3, 5, 1, 3)"
694,2013-01-10,"(210, 184, 210, 184, 252, 357, 341, 117)","(3, 5, 3)"
694,2013-01-11,"(184, 210, 184, 244, 256, 357, 358, 357, 363, 357, 359, 351, 357, 117)","(3, 5, 3)"
694,2013-01-12,"(184, 358, 357, 359, 357)","(3, 5)"
694,2013-01-13,"(359, 309, 357, 359, 357, 117, 100)","(5, 6, 5, 3)"
694,2013-01-14,"(210, 184, 205, 210, 242, 357, 345, 344, 341, 357, 117)","(3, 4, 5, 6, 5, 3)"
694,2013-01-15,"(184, 210, 205, 184, 357, 327, 341, 345, 357, 359, 357, 359, 240, 259, 240)","(3, 5, 6, 5, 1)"
694,2013-01-16,"(184, 205, 358, 359, 357, 341, 359, 357, 359, 357, 117, 135, 100, 135)","(3, 5, 3)"
694,2013-01-17,"(210, 317, 357, 363)","(3, 6, 5)"
694,2013-01-19,"(195, 184)","(1, 3)"
694,2013-01-20,"(359, 357, 359, 357, 117, 100)","(5, 3)"
698,2013-01-07,"(108, 142, 108)","(3,)"
698,2013-01-08,"(142,)","(3,)"
698,2013-01-09,"(142, 108, 99, 142, 108, 142, 108)","(3,)"
698,2013-01-10,"(108, 142, 108, 142)","(3,)"
